url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Loại case,Hỗ trợ quạt,Số khe cắm PCI,Kích thước,Hãng sản xuất,Loại tản nhiệt,Số vòng quay của quạt,Độ ồn (dBA),Kết nối,Chipset,Socket,Khe RAM tối đa ,Kiểu RAM hỗ trợ,Dung lượng RAM tối đa ,Số cổng USB,LAN,Âm thanh,Loại ổ cứng,Kết nối ,Dung lượng,Tốc độ đọc,Hỗ trợ hệ điều hành,Công suất nguồn,Quạt làm mát,Tiêu chuẩn nguồn,Dung lượng ổ cứng,Chất liệu,Tính năng khác,Loại RAM,Bus RAM,Hỗ trợ,Độ trễ,Điện áp,Đèn LED,Nhiệt độ hoạt động,Dòng sản phẩm ,Thế hệ CPU,Số nhân,Số luồng,Tốc độ xử lý ,Cache,Phiên bản PCI Express,Chip đồ họa,Điện năng tiêu thụ,Công nghệ hỗ trợ,Tốc độ ghi,Chất liệu ,Chip AI,Tiến trình sản xuất,Cổng giao tiếp,Kiểu bộ nhớ,Giao diện bộ nhớ,Loại GPU,GPU clock,Giao tiếp PCI,Số lượng đơn vị xử lí ,Tản nhiệt,Đầu cấp nguồn,Nguồn đề xuất,Tốc độ vòng quay,Bộ nhớ đệm,Tuổi thọ quạt,Tiện ích,Dòng điện vào,Công nghệ/Đạt chứng nhận,Công suất
https://cellphones.com.vn/mainboard-msi-b650m-gaming-wifi-ddr5.html,Mainboard MSI B650M Gaming Wifi DDR5,MSI,Liên hệ,MB.MSI.15,"Mua Mainboard MSI B650M Gaming Wifi DDR5 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,M-ATX,MSI,,,,,AMD,AM5,2,DDR5,128GB,2x USB 2.0 (Phía sau) 4x USB 2.0 (Phía trước) 3x USB 5Gbps Type A (Phía sau) 1x USB 5Gbps Type C (Phía sau) 4x USB 5Gbps Type A (Phía trước),Realtek RTL8125BG 2.5Gbps LAN,Realtek ALC897 Codec 7.1-Channel High Definition Audio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/mainboard-asrock-x870-pro-rs-wifi-d5.html,Mainboard Asrock X870 Pro RS Wifi D5,ASRock,Liên hệ,MB.AR.31,"Mua Mainboard Asrock X870 Pro RS Wifi D5 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,ATX,ASRock,,,,,AMD,AM5,4,DDR5,256GB,"CPU: 2 x USB4 Type-C (Phía sau) 2 x USB 3.2 Gen1 Type-A (Phía sau) Chipset: 1 x USB 3.2 Gen2x2 Type-C (Phía trước) 4 x USB 3.2 Gen1 Type-A (2 Phía sau, 2 Phía trước) 9 x USB 2.0 (6 Phía sau, 3 Phía trước)",2.5 Gigabit LAN 10/100/1000/2500 Mb/giây Dragon RTL8125BG Hỗ trợ phần mềm Dragon 2.5G LAN,Âm thanh HD 7.1 CH với Bảo vệ nội dung (Bộ giải mã âm thanh Realtek ALC1220) Cảm biến trở kháng trên cổng ra phía sau Các lớp PCB riêng biệt cho Kênh âm thanh R/L Nahimic Audio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/tan-nhiet-case-corsair-rs120-argb.html,Fan Case Corsair RS120 ARGB (3 PACK),Corsair,Liên hệ,tan-nhiet-case-corsair-rs120-argb,"Mua Fan Case Corsair RS120 ARGB (3 PACK) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Corsair,Tản nhiệt khí,420 - 2100±10% RPM,10 - 36 dBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-ssd-transcend-esd310c-1050mbs-256gb.html,Ổ cứng di động SSD Transcend ESD310C 1050MB/s 256GB,Transcend,Liên hệ,o-cung-di-dong-ssd-transcend-esd310c-1050mbs-256gb,"Mua Ổ cứng di động SSD Transcend ESD310C 1050MB/s 256GB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Transcend,,,,USB-AUSB-C,,,,,,,,,SSD,,,1050 MB/s,Microsoft WindowsmacOSiOS/iPadOSLinuxChromeOSAndroid,,,,256GB,Vỏ nhôm,Chức năng ECC tích hợp cung cấp độ ổn định cho việc lưu trữ dữ liệuTiêu chuẩn mã hóa nâng cao (AES) 256 bit Bộ nhớ flash 3D NAND,,,,,,,,,,,,,,,,,,900 MB/s,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/tan-nhiet-nuoc-corsair-icue-link-titan-240-rx-rgb.html,Tản nhiệt nước Corsair iCUE Link Titan 240 RX RGB,Corsair,Liên hệ,tan-nhiet-nuoc-corsair-icue-link-titan-240-rx-rgb,"Mua tản nhiệt nước Corsair iCUE Link Titan 240 RX RGB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Corsair,Tản nhiệt nước,300 - 2100 RPM ±10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/case-may-tinh-xigmatek-sky-iii-3f-atx.html,Case máy tính Xigmatek SKY III 3F (3 Fan) ATX,XIGMATEK,Liên hệ,CMT.XM.103,"Mua Case máy tính Xigmatek SKY III 3F (3 Fan) ATX chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.",Mid Tower,Trước: 120mm x 2 (lắp sẵn) hoặc 140mm x 2 (tùy chọn)Sau: 120mm x 1 (lắp sẵn)Nóc: 120mm x 2 (tùy chọn),4,360 x 210 x 445 mm,XIGMATEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/nguon-may-tinh-jetek-450-elite-v2-450w.html,Nguồn máy tính Jetek 450 Elite V2 450W,Jetek,Liên hệ,NMT.JT.03,"Mua Nguồn máy tính Jetek 450 Elite V2 450W chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Jetek,,,,,,,,,,,,,,,,,,450W,1 x Fan 12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-hdd-transcend-storejet-slim-25m3s-ts2tsj25m3s.html,Ổ cứng di động HDD Transcend StoreJet Slim 25M3S TS2TSJ25M3S 2TB,Transcend,Liên hệ,OC.TC.30,"Mua Ổ cứng di động HDD Transcend StoreJet Slim 25M3S TS2TSJ25M3S 2TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Transcend,,,,USB 3.0,,,,,,,,,HDD,,,,Windows 10/11 MacOS Linux,,,,2TB,,Tốc độ truyền tải lên đến 120 MB/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/quat-led-xigmatek-infinity-pro-3.html,"Quạt led Xigmatek Infinity Pro 3 (ARGB, 3 Side Infinity)",XIGMATEK,Liên hệ,quat-led-xigmatek-infinity-pro-3,"Mua Quạt led Xigmatek Infinity Pro 3 (ARGB, 3 Side Infinity) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,XIGMATEK,Tản nhiệt khí,1200 RPM ±10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000 giờ,,,,
https://cellphones.com.vn/cpu-amd-ryzen-7-9800x3d.html,CPU AMD Ryzen 7 9800X3D (WOF),AMD,Liên hệ,CPU.AMD.18,"Mua CPU AMD Ryzen 7 9800X3D (WOF) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,AMD,,,,,AMD,AM5,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7,AMD Ryzen thế hệ thứ 9,8,16,Xung nhịp cơ bản: 4.7GHzXung nhịp tối đa: lên tới 5.2GHz,Bộ nhớ đệm L1: 640 KBBộ nhớ đệm L2: 8MBBộ nhớ đệm L3: 96MB,PCIe® 5.0,AMD Radeon™ Graphics,120W,,,,,TSMC 4nm FinFET,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/cpu-intel-core-i7-14700k.html,CPU Intel Core i7 14700K,Intel,Liên hệ,CPU.IT.62,"Mua CPU Intel Core i7 14700K chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Intel,,,,,Intel,LGA 1700,,,,,,,,,,,,,,,,,,,,,,,,,Core i7,Intel thế hệ 14,20,28,3.4 - 5.6GHz,L1: 33 MBL2: 28 MB,4.05.0,Intel® UHD Graphics 770,125W (tối đa 253W),Công Nghệ Intel® Turbo Boost Max 3.0Công nghệ Intel® Turbo Boost 2.0Intel® Thread DirectorCông Nghệ Intel® Speed ShiftTăng cường học sâu Intel® Deep Learning BoostIntel® 64Công nghệ Intel SpeedStep® nâng cao,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-ssd-kioxia-exceria-plus-g2-portable-1tb.html,Ổ cứng di động SSD Kioxia Exceria Plus G2 Portable 1TB,Kioxia,Liên hệ,OC.KX.20.G,"Mua Ổ cứng di động SSD Kioxia Exceria Plus G2 Portable 1TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Kioxia,,,,USB Type-C,,,,,,,,,SSD,,,1050 MB/s,"Windows OS macOS iOS iPadOS Android OS PlayStation: PS4, PS4 Slim, PS4 Pro (Phiên bản firmware 11.50), PS5 (Phiên bản firmware 24.04-09.40.00.08-00.00.00.0.1) Xbox Series X/S: Phiên bản firmware 10.0.25398.4909",,,,1TB,Vỏ nhôm,Đạt chuẩn MIL-STD-810H 516.8 quy trình IV,,,,,,,,,,,,,,,,,,1000 MB/s,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/nguon-may-tinh-jetek-elite-v6-e350-350w.html,Nguồn máy tính Jetek Elite V6 E350 350W,Jetek,Liên hệ,NMT.JT.04,"Mua nguồn máy tính Jetek Elite V6 E350 350W chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Jetek,,,,,,,,,,,,,,,,,,350W,1 x Fan 12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/case-may-tinh-xigmatek-pano-m-nano-3gf-m-atx-den.html,Case máy tính Xigmatek Pano M NANO 3GF M-ATX,XIGMATEK,Liên hệ,CMT.XM.86.B,"Mua Case máy tính Xigmatek Pano M NANO 3GF M-ATX chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Mid Tower,Cạnh: 120mm x 2 (lắp sẵn) Sau: 120mm fan x 1 (lắp sẵn) Nóc: 120mm fan x 2 (tùy chọn),4,352 x 270 x 375 mm,XIGMATEK,,,,USB3.0 x 1  USB 2.0 x2  Audio in/out x 1 (HD Audio),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/tan-nhiet-nuoc-xigmatek-fenix-360.html,Tản nhiệt nước Xigmatek Fenix 360,XIGMATEK,Liên hệ,tan-nhiet-nuoc-xigmatek-fenix-360,"Mua Tản nhiệt nước Xigmatek Fenix 360 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,XIGMATEK,Tản nhiệt nước,1800 RPM +/- 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/nguon-may-tinh-jetek-mw650-v2-650w.html,Nguồn máy tính Jetek MW650 V2 650W,Jetek,Liên hệ,NMT.JT.02,"Mua nguồn máy tính Xigmatek LitePower II Plus IP750 600W chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Jetek,,,,,,,,,,,,,,,,,,650W,1 x Fan 12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/ram-kingston-fury-beast-16gb-3200mhz-ddr4-kf432c16bb1-16.html,RAM PC Kingston Fury Beast Black 16GB 3200MHz DDR4 KF432C16BB1/16,Kingston,Liên hệ,PC.R.23,"Mua Ram PC Kingston Fury Beast Black 16GB 3200MHz DDR4 KF432C16BB1/16 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Kingston,,,,,,,,,,,,,,,16GB,,,,,,,,,DDR4,3200MHz,"DIMM (PC, Desktop)",CL16-18-18,1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-ssd-transcend-esd310c-1050mbs-2tb.html,Ổ cứng di động SSD Transcend ESD310C 1050MB/s 2TB,Transcend,Liên hệ,o-cung-di-dong-ssd-transcend-esd310c-1050mbs-2tb,"Mua Ổ cứng di động SSD Transcend ESD310C 1050MB/s 2TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Transcend,,,,USB-AUSB-C,,,,,,,,,SSD,,,1050 MB/s,Microsoft WindowsmacOSiOS/iPadOSLinuxChromeOSAndroid,,,,2TB,Vỏ nhôm ,Bộ nhớ flash 3D NANDTiêu chuẩn mã hóa nâng cao (AES) 256 bit ,,,,,,,,,,,,,,,,,,950 MB/s,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/vga-asus-prime-geforce-rtx-5060-ti-8gb-oc.html,VGA Asus Prime Geforce RTX 5060 Ti 8GB OC PRIME-RTX5060TI-O8G,ASUS,Liên hệ,VGA.AS.156,"Mua VGA Asus Prime Geforce RTX 5060 Ti 8GB OC PRIME-RTX5060TI-O8G chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,ASUS,,,,,NVIDIA,,,,,,,,,,8GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GDDR7,128-bit,NVIDIA GeForce RTX 5060 Ti,Chế độ OC: 2647 MHzChế độ mặc định: 2617 MHz (Boost Clock),PCI Express 5.0,4608 CUDA,,1 x 8-pin,550W,,,,,,,
https://cellphones.com.vn/mainboard-msi-b760m-gaming-wifi-ddr5.html,Mainboard MSI B760M Gaming WIFI DDR5,MSI,Liên hệ,MB.MSI.14,"Mua Mainboard MSI B760M Gaming WIFI DDR5 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,M-ATX,MSI,,,,,Intel,LGA 1700,2,DDR5,128GB,2x USB 2.0 (Phía sau) 4x USB 2.0 (Phía trước) 4x USB 5Gbps Type A (Phía sau) 2x USB 5Gbps Type A (Phía trước),Realtek RTL8125B 2.5Gbps LAN,Bộ giải mã Realtek ALC897 Âm thanh độ nét cao 7.1 kênh Hỗ trợ đầu ra S/PDIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/vga-msi-geforce-rtx-5070-12g-gaming-trio-oc.html,VGA MSI Geforce RTX 5070 12G Gaming Trio OC,MSI,Liên hệ,VGA.MSI.58,"Mua VGA MSI Geforce RTX 5070 12G Gaming Trio OC chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,MSI,,,,,NVIDIA,,,,,,,,,,12GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GDDR7,192-bit,NVIDIA GeForce RTX 5070,Extreme Performance: 2625 MHzBoost: 2610 MHz,PCI Express® Gen 5,,,1 x 16-pin,650W,,,,,,,
https://cellphones.com.vn/ram-pc-gskill-ripjaws-v-8gb-ddr4-3200mhz-f4-3200c16s-8gvkb.html,RAM PC GSkill Ripjaws V DDR4 3200Mhz 8GB (1*8GB) F4-3200C16S-8GVKB đen,G.SKILL,Liên hệ,R.SK.08,"Mua RAM PC GSkill Ripjaws V DDR4 3200Mhz 8GB (1*8GB) F4-3200C16S-8GVKB đen chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,G.SKILL,,,,,,,,,,,,,,,8GB,,,,,,,,,DDR4,3200MHz,"DIMM (PC, Desktop)",16-18-18-38,1.35V,Không hỗ trợ LED,0°C tới +85°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/ram-adata-xpg-d35g-rgb-16gb-3200mhz-ddr4-ax4u320016g16a-swhd35g.html,Ram PC ADATA XPG D35G RGB 16GB (1x16GB) 3200MHz DDR4,ADATA,Liên hệ,R.AD.32,"Mua Ram PC ADATA XPG D35G RGB 16GB (1x16GB) 3200MHz DDR4 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,ADATA,,,,,,,,,,,,,,,16GB,,,,,,,,,DDR4,3200MHz,"DIMM (PC, Desktop)","16, 18",1.35V,Hỗ trợ LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/nguon-may-tinh-corsair-cx650.html,Nguồn máy tính Corsair CX650,Corsair,Liên hệ,NMT.CS.24,"Mua Nguồn máy tính Corsair CX650 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.",,,,,Corsair,,,,,,,,,,,,,,,,,,650 W,1 x 120 mm trục vòng bi,80 Plus Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/vga-gigabyte-windforce-rtx-5050-oc-8gb-n5050wf2oc-8gd.html,VGA Gigabyte RTX 5050 WindForce OC 8GB N5050WF2OC-8GD,Gigabyte,Liên hệ,VGA.GB.105,"Mua VGA Gigabyte RTX 5050 WindForce OC 8GB N5050WF2OC-8GD chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Gigabyte,,,,,NVIDIA,,,,,,,,,,8GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GDDR6,128-bit,GeForce RTX 5050,2587 MHz (Reference card : 2572 MHz),PCI Express 5.0,2560 CUDA,2 quạt,1 x 8-pin,550W,,,,,,,
https://cellphones.com.vn/cpu-amd-ryzen-5-5600gt-mpk.html,CPU AMD Ryzen 5 5600GT (MPK),AMD,Liên hệ,CPU.AMD.31,"Mua CPU AMD Ryzen 5 5600GT (MPK) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,AMD,,,,,AMD,AM4,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5, AMD Ryzen thế hệ thứ 5,6,12,4.4 GHz - 5.2 GHz,L2: 3MBL3: 16MB,PCIe® 3.0,AMD Radeon™ Graphics,65W,,,,,TSMC 7nm FinFET,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/mainboard-asus-prime-b760m-a-ddr4.html,Mainboard Asus Prime B760M-A DDR4,ASUS,Liên hệ,MB.AS.87,"Mua Mainboard Asus Prime B760M-A DDR4 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,M-ATX,ASUS,,,,,Intel,LGA 1700,4,DDR4,128GB,Phía sau (6 cổng) 2 x USB 3.2 (Type-A) 4 x USB 2.0 (Type-A) Phía trước (10 cổng) 2 x USB 3.2 hỗ trợ thêm 4x USB 3.2 1 x USB 3.2 (hỗ trợ USB Type-C) 2 x USB 2.0 hỗ trợ thêm 4x USB 2.0 1 x USB 2.0 hỗ trợ thêm 1x USB 2.0,1 x Realtek 2.5Gb Ethernet, Âm thanh vòm Realtek 7.1 CODEC âm thanh độ nét caoChe chắn âm thanh  Tụ âm thanh cao cấp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/cpu-intel-pentium-gold-g6405.html,CPU Intel Pentium Gold G6405,Intel,Liên hệ,CPU.IT.64,"Mua CPU Intel Pentium Gold G6405 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Intel,,,,,Intel,LGA 1200,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4.1 GHz,4 MB,3.0,Intel® UHD Graphics 610,58 W,Công nghệ siêu Phân luồng Intel®Intel® 64Công nghệ Intel® InTru™ 3DCông nghệ Intel SpeedStep® nâng caoCông nghệ bảo vệ danh tính Intel®,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/case-may-tinh-corsair-4000x-rgb-tg-cc-9011205-ww.html,Case máy tính Corsair 4000X RGB TG CC-9011205-WW,Corsair,Liên hệ,case-may-tinh-corsair-4000x-rgb-tg-cc-9011205-ww,"Mua Case máy tính Corsair 4000X RGB TG CC-9011205-WW chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.",Mid Tower,,7 dọc + 2 ngang,466 x 230 x 453 mm,Corsair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thép, kính cường lực, nhựa",,,1 x Type-C1 x USB-A1 x 3.5 Audio/ mic1 x Nút Nguồn1 x Nút Reset,,,,,,,,,,,,,,,,
https://cellphones.com.vn/ram-kingston-fury-ddr5-6000mhz-16gb-kf560c36bbe2-16wp.html,RAM PC Kingston Fury DDR5 6000MHz 16GB (1*16) KF560C36BBE2-16WP,Kingston,Liên hệ,R.KS.08,"Mua RAM PC Kingston Fury DDR5 6000MHz 16GB (1*16) KF560C36BBE2-16WP chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,Kingston,,,,,,,,,,,,,,,16GB,,,,,,,,,DDR5,6000MHz,"DIMM (PC, Desktop)",36-44-44,1.35V,Không hỗ trợ LED,0 độ C đến +85 độ C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/mainboard-asus-prime-b650m-k.html,Mainboard ASUS PRIME B650M-K,ASUS,Liên hệ,MB.AS.258,"Mua Mainboard ASUS PRIME B650M-K chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,micro-ATX,ASUS,,,,,AMD,AM5,2,DDR5,96GB,USB phía trước: 7 cổng1 x USB 3.2 Gen 1 (hỗ trợ USB Type-C®)1 x USB 3.2 Gen 1 hỗ trợ thêm 2 x USB 3.2 Gen 12 x USB 2.0 hỗ trợ thêm 4 x USB 2.0, 1 x Realtek 1Gb Ethernet  ASUS LANGuard,Realtek 7.1 Surround Sound High Definition Audio CODEC Che chắn âm thanh Thiết kế đường dẫn âm thanh được chiếu sáng bằng đèn LED Tụ âm thanh cao cấp Lớp PCB âm thanh chuyên dụng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/nguon-may-tinh-deepcool-pn750d-750w.html,Nguồn máy tính DeepCool PN750D 750W,DeepCool,Liên hệ,NMT.DC.08,"Mua Nguồn máy tính DeepCool PN750D 750W chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,DeepCool,,,,1x ATX 20+4 pin (550mm) 1x CPU 4+4 pin*2 (610mm + 120mm) 3x PCI-E 6+2 pin*1 (500mm) 2x SATA*3 (450mm + 120mm + 120mm) 1x 4 pin Peripheral*3 (450mm + 120mm + 120mm),,,,,,,,,,,,,,750W,120mm,80 Plus Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-ssd-transcend-esd310c-1050mbs-1tb.html,Ổ cứng di động SSD Transcend ESD310C 1050MB/s 1TB,Transcend,Liên hệ,o-cung-di-dong-ssd-transcend-esd310c-1050mbs-1tb,"Mua Ổ cứng di động SSD Transcend ESD310C 1050MB/s 1TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Transcend,,,,USB-AUSB-C,,,,,,,,,SSD,,,1050 MB/s,Microsoft WindowsmacOSiOS/iPadOSLinuxChromeOSAndroid,,,,1TB,Vỏ nhôm,Bộ nhớ flash 3D NANDTiêu chuẩn mã hóa nâng cao (AES) 256 bit,,,,,,,,,,,,,,,,,,950 MB/s,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/ram-pc-gskill-trident-z5-rgb-32gb-ddr5-6000mhz-f5-6000j3636f32gx1-tz5rk.html,RAM PC GSkill Trident Z5 RGB DDR5 6000Mhz 32GB (1*32GB) F5-6000J3636F32GX1-TZ5RK đen,G.SKILL,Liên hệ,R.SK.02,"Mua RAM PC GSkill Trident Z5 RGB DDR5 6000Mhz 32GB (1*32GB) F5-6000J3636F32GX1-TZ5RK đen chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,G.SKILL,,,,,,,,,,,,,,,32GB,,,,,,,,,DDR5,6000MHz,"DIMM (PC, Desktop)",36-36-36-96,1.35V,Hỗ trợ LED,0°C tới +85°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/cpu-intel-core-i7-14700.html,CPU Intel Core i7 14700,Intel,Liên hệ,CPU.IT.67,"Mua CPU Intel Core i7 14700 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Intel,,,,,Intel,LGA 1700,,,,,,,,,,,,,,,,,,,,,,,,,Core i7,Intel thế hệ 14,20,28,2.1 - 5.4 GHz,L1: 33 MBL2: 28 MB,4.05.0,Intel® UHD Graphics 770,65W (tối đa 219W),Công Nghệ Intel® Turbo Boost Max 3.0Công nghệ Intel® Turbo Boost 2.0Intel® Thread DirectorCông Nghệ Intel® Speed ShiftTăng cường học sâu Intel® Deep Learning BoostIntel® 64Công nghệ Intel SpeedStep® nâng cao,,,,,,,,,,,,,,,,,,,,,
