url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Loại card đồ họa,Dung lượng RAM,Loại RAM,Số khe ram,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Pin,Hệ điều hành,Độ phân giải màn hình,Loại CPU,Cổng giao tiếp,Chip AI,Socket,Treo tường,Tính năng khác
https://cellphones.com.vn/laptop-lenovo-legion-5-15irx10-83ly00hrvn.html,Laptop Lenovo Legion 5 15IRX10 83LY00HRVN,Lenovo,Liên hệ,laptop-lenovo-legion-5-15irx10-83ly00hrvn,"Mua ngay Laptop Lenovo Legion 5 15IRX10 83LY00HRVN giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.","NVIDIA GeForce RTX 5050 8GB GDDR7, Boost Clock 2662MHz, TGP 115W, 440 AI TOPS",16GB,SO-DIMM DDR5-4800,"2 khe (1 x 16GB, nâng tối đa 32GB)","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x SSD M.2 • SSD M.2 2242, mỗi ổ có dung lượng tối đa 1TB)",15.3 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 100% sRGBDolby Vision,"80Wh, 245W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Home 2024 + Lenovo AI Now",1920 x 1200 pixels (WUXGA),"Intel Core i7-13650HX, 14 lõi (6P + 8E) / 20 luồng, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB","2x USB-A 1x USB-A, Luôn bật 1x USB-C (10Gbps), với USB PD 65-100W và DisplayPort 2.1 1x USB-C (10Gbps), với DisplayPort 1.4 1x HDMI 2.1, lên đến 8K/60Hz 1x Giắc cắm kết hợp tai nghe/micrô (3.5mm) 1x RJ-45 1x Đầu nối nguồn",,,,
https://cellphones.com.vn/macbook-air-13-inch-m5-10-cpu-10-gpu-24gb-512gb-2026-sac-70w.html,MacBook Air M5 13 inch 2026 10CPU 10GPU 24GB 512GB Sạc 70W | Chính hãng Apple Việt Nam,Apple,Liên hệ,macbook-air-13-inch-m5-10-cpu-10-gpu-24gb-512gb-2026-sac-70w,"Mua ngay MacBook Air M5 13 inch 2026 10CPU 10GPU 24GB 512GB Sạc 70W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",GPU 10 lõi Neural Accelerators Công nghệ dò tia tốc độ cao bằng phần cứngNeural Engine 16 lõi Băng thông bộ nhớ 153GB/s,24GB,,,512GB,13.6 inches,Màn hình Liquid Retina Màn hình có đèn nền LED với công nghệ IPS Độ sáng 500 nit Hỗ trợ một tỷ màu Dải màu rộng (P3) Công nghệ True ToneHỗ trợ lên đến hai màn hình ngoài,"Pin Li-Po 53,8 watt‑giờ tích hợpThời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ",macOS,2560 x 1664 pixels,Chip Apple M5 CPU 10 lõi với 4 lõi siêu xử lý và 6 lõi tiết kiệm điện,"Cổng sạc MagSafe 3 Jack cắm tai nghe 3,5 mm Hai cổng Thunderbolt 4 (USB-C) hỗ trợ Sạc / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s)",,,,
https://cellphones.com.vn/laptop-dell-alienware-x17.html,Laptop Dell Alienware X17,Dell,Liên hệ,laptop-dell-alienware-x17,"Mua ngay Laptop Dell Alienware X17 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.","NVIDIA® GeForce RTX™ 3080 Ti, 16 GB GDDR6",32GB,DDR5 4800 MHz,2 khe 16GB,"1 TB, M.2, PCIe NVMe, SSD",17.3 inches,"17,3&quot;, FHD 1920x1080, 480Hz, Không cảm ứng, 3ms, Advanced Optimus, ComfortView Plus, NVIDIA G-SYNC","Pin tiểu 6 Cell, 87 Wh, Lithium Ion, Bộ bảo vệ pin Alienware","Windows 11 Home, Tiếng Anh",1920 x 1080 pixels (FullHD),"Intel® Core™ i9-12900HK thế hệ thứ 12 (bộ nhớ đệm 24 MB, 14 lõi, 20 luồng, Turbo lên đến 5,00 GHz)",2 cổng USB 3.2 Gen 1 với PowerShare1 cổng USB 3.2 Gen 2 Type-C ® với DisplayPort™ và Power Delivery1 cổng Thunderbolt™ 4 với Power Delivery1 Giắc cắm âm thanh đa năng1 Cổng HDMI 2.11 Mini DisplayPort™ 1.41 Cổng Ethernet RJ451 c,,,,
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14arp10-83k6005uvn.html,Laptop Lenovo IdeaPad Slim 3 14ARP10 83K6005UVN,Lenovo,Liên hệ,laptop-lenovo-ideapad-slim-3-14arp10-83k6005uvn,"Mua ngay Laptop Lenovo IdeaPad Slim 3 14ARP10 83K6005UVN giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",AMD Radeon 660M Graphics,24GB,DDR5-4800,"2 khe (8GB Onboard + 16GB SODIMM DDR5-4800, nâng cấp tối đa 24GB)","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x SSD M.2, nâng cấp lên đến 1TB)",14 inches,Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 45% NTSC,"50Wh, 65W Round Tip (3-pin)","Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"AMD Ryzen 5 7535HS (6 lõi / 12 luồng, 3.3 / 4.55GHz, 3MB L2 / 16MB L3)","2x USB-A (USB 5Gbps / USB 3.2 Gen 1)  1x USB-C (USB 5Gbps / USB 3.2 Gen 1, Hỗ Trợ USB PD 3.0 &amp; DisplayPort 1.2)  1x HDMI 1.4  1x Jack Tai Nghe/Micro Combo (3.5mm)  1x Khe Đọc Thẻ SD  1x Đầu Nối Nguồn",,,,
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14akp10-83hx00abvn-ryzen-ai-5.html,Laptop Lenovo IdeaPad Slim 5 14AKP10 83HX00ABVN,Lenovo,Liên hệ,laptop-lenovo-ideapad-slim-5-14akp10-83hx00abvn-ryzen-ai-5,"Mua ngay Laptop Lenovo IdeaPad Slim 5 14AKP10 83HX00ABVN giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",AMD Radeon 820M Graphics,16GB,SODIMM DDR5-5600,"2 khe (2 x 8GB, nâng tối đa 32GB DDR5-5600)",512GB SSD M.2 2242 PCIe 4.0x4 NVMe (up to 1TB),14 inches,Độ sáng 400nits Glossy Độ phủ màu 100% DCI-P3 DisplayHDR True Black 500,"60Wh, 65W USB-C Slim (Wall-mount)","Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"AMD Ryzen AI 5 330 (4 lõi / 8 luồng, 2.0 / 4.5GHz, 4MB L2 / 8MB L3)","1x USB-A (5Gbps / USB 3.2 Gen 1) 1x USB-A (5Gbps / USB 3.2 Gen 1, Always On) 2x USB-C (10Gbps / USB 3.2 Gen 2, hỗ trợ USB PD 3.0 &amp; DisplayPort 1.4) 1x HDMI 2.1 (tối đa 4K/60Hz) 1x jack tai nghe/mic 3.5mm 1x khe đọc thẻ microSD","AMD Ryzen AI, up to 50 TOPS",,,
https://cellphones.com.vn/laptop-dell-inspiron-14-7420-1yt85.html,Laptop Dell Inspiron 14 7420 1YT85,Dell,Liên hệ,laptop-dell-inspiron-14-7420-1yt85,"Mua ngay Laptop Dell Inspiron 14 7420 1YT85 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",NVIDIA GeForce MX550 2GB GDDR6 / Intel Iris Xe Graphics,16GB,DDR4,2 khe,512GB SSD M.2 NVMe /,14 inches," WVA cảm ứng , Màn hình gương"," 4 cell 54 Wh , Pin liền", Windows 11 Home SL + Office Home &amp; Student 2021,1920 x 1200 pixels (FullHD+),"Intel Core i7-1255U ( 1.7 GHz - 4.7GHz / 12MB / 10 nhân, 12 luồng )"," 2 x USB Type C / DisplayPort / Power Delivery , 1 x USB 3.2 , 1 x SD card slot",,,,
https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon7-20r1s01n00.html,Laptop Lenovo Thinkpad X1 Carbon 7 20R1S01N00,Lenovo,Liên hệ,laptop-lenovo-thinkpad-x1-carbon7-20r1s01n00,"Mua ngay Laptop Lenovo Thinkpad X1 Carbon 7 20R1S01N00 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Integrated Intel® UHD Graphics,8GB, LPDDR3 2133MHz,, 256GB NVMe M.2 Solid State Drive,14 inches,IPS  anti-glare  300 nits,4 cell 51Wh,Windows 10 Pro,2560 x 1440 pixels,"10th Generation Intel  Core I7-10510U Processor with vPro™ (1.80GHz upto 4.90GHz, 8MB, 4 nhân/8 luồng)","2 x USB 3.1 (Gen 2) Type-C / Intel Thunderbolt™ 3 (DisplayPort, Data transfer)2 x USB 3.1 (Gen 1)** (1 luôn bật)1 x HDMI 1.41x Headphone / mic combo",,,,
https://cellphones.com.vn/laptop-acer-swift-lite-14-ai-sfl14-51m-56hs.html,Laptop Acer Swift Lite 14 AI SFL14-51M-56HS,Acer,Liên hệ,laptop-acer-swift-lite-14-ai-sfl14-51m-56hs,"Mua ngay Laptop Acer Swift Lite 14 AI SFL14-51M-56HS giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel Graphics ,16GB,DDR5 4800 MT/s,2 khe nâng cấp tối đa 32GB (2x 8GB),512GB PCIe NVMe SSD (Nâng cấp tối đa 2TB),14 inches,Độ sáng 300 nitsĐộ phủ màu 45% NTSCAcer ComfyView LED-backlit TFT LCD,58Whr 3-cell 65W PD Type-C Adapter,Windows 11 Home SL,1920 x 1200 pixels (FullHD+),"Intel Core Ultra 5 125U (12 lõi / 14 luồng, 3.6 GHz, 4.3 GHz, 12 MB Intel Smart Cache)","1x USB Type-C  3x USB-A  1x Khe cắm microSD lên đến 512 GB (tương thích SDXC, tương thích exFAT) 1x HDMI 1.4 port hỗ trợ HDCP1 x Headphone/speaker jack",,,,
https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga403ww-qs145ws-ryzen-ai-9.html,Laptop ASUS ROG Zephyrus G14 GA403WW-QS145WS,ASUS,Liên hệ,laptop-asus-rog-zephyrus-g14-ga403ww-qs145ws-ryzen-ai-9,"Mua ngay Laptop ASUS ROG Zephyrus G14 GA403WW-QS145WS giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",NVIDIA GeForce RTX 5080 16GB GDDR7 AMD Radeon Graphics,32GB,LPDDR5X 8000,Onboard (Không nâng cấp),2TB PCIe 4.0 NVMe M.2 SSD,14 inches,"Độ sáng 500 nits Tỷ lệ tương phản 1,000,000:1 Độ phủ màu DCI-P3 100% Công nghệ G-Sync / Adaptive-Sync Chứng nhận Pantone Validated Màn hình ROG Nebula Display Hỗ trợ Dolby Vision HDR Tản nhiệt ROG Intelligent Cooling","73WHrs, 4S1P, 4-cell Li-ion, Sạc từ 0-50% trong 30 phút",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,2880 x 1800 pixels,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng)",1 x USB 4 Type-C (DisplayPort / Sạc / 40Gbps) 1 x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-Sync / 10Gbps) 2 x USB 3.2 Gen 2 Type-A (10Gbps) 1 x Đầu đọc thẻ microSD Hỗ trợ XG Mobile GC34 1 x HDMI 2.1 FRL 1 x Jack 3.5mm combo,AMD XDNA NPU up to 50TOPS,,,
https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa506ncr-hn097w.html,Laptop ASUS TUF Gaming A15 FA506NCR-HN097W,ASUS,Liên hệ,laptop-asus-tuf-gaming-a15-fa506ncr-hn097w,"Mua ngay Laptop ASUS TUF Gaming A15 FA506NCR-HN097W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",NVIDIA GeForce RTX 3050 4GB GDDR6  AMD Radeon Graphics,16GB,DDR5-5600 SO-DIMM,2 khe (Tối đa 32GB),"512GB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, Tối đa 1TB)",15.6 inches,"Độ sáng 250nitsĐộ phủ màu NTSC 45%, SRGB 62.5%, Adobe 47.34%Màn hình chống chóiAdaptive-Sync","48WHrs, 3S1P, 3-cell Li-ion (Sạc lại từ 0-50% trong 30 phút)",Windows 11 Home,1920 x 1080 pixels (FullHD),"AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 lõi, 16 luồng)",1x Cổng LAN RJ45 1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort 3x USB 3.2 Gen 1 Type-A 1x HDMI 2.1 TMDS 1x Giắc cắm âm thanh kết hợp 3.5 mm Micrô mảng tích hợp,,,,
https://cellphones.com.vn/laptop-asus-vivobook-s14-m3407ka-sf034ws-ryzen-ai-5.html,Laptop ASUS Vivobook S14 M3407KA-SF034WS,ASUS,Liên hệ,laptop-asus-vivobook-s14-m3407ka-sf034ws-ryzen-ai-5,"Mua ngay Laptop ASUS Vivobook S14 M3407KA-SF034WS giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",AMD Radeon Graphics,16GB,DDR5 Onboard,,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Độ sáng 300 nits Độ phủ màu 95% DCI-P3 Tỷ lệ tương phản 1.000.000:1 1.07 tỷ màu Màn hình chống chói,"70WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,1920 x 1200 pixels (WUXGA),AMD Ryzen AI 5 330,2x USB 3.2 Gen 1 Type-A (tốc độ dữ liệu lên đến 5Gbps) 2x USB 3.2 Gen 1 Type-C hỗ trợ hiển thị/cấp nguồn (tốc độ dữ liệu lên đến 5Gbps) 1x HDMI 2.1 TMDS 1x Giắc cắm âm thanh kết hợp 3.5mm,AMD XDNA NPU up to 50TOPS,,,
https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614ph-s5101w.html,Laptop ASUS ROG Strix G16 G614PH-S5101W,ASUS,Liên hệ,laptop-asus-rog-strix-g16-g614ph-s5101w,"Mua ngay Laptop ASUS ROG Strix G16 G614PH-S5101W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",NVIDIA GeForce RTX 5050 8GB GDDR7 AMD Radeon Graphics,16GB,DDR5-5200 SO-DIMM,"2 khe (1 x 16GB, nâng cấp tối đa 64GB)","512GB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ cả SATA hoặc NVMe, tối đa 2TB)",16 inches,Độ sáng 500 nits Tỷ lệ tương phản 1200:1 Độ phủ màu DCI-P3 100% Màn hình chống chói Công nghệ Adaptive-Sync G-Sync Chứng nhận Pantone Validated ROG Nebula Display Dolby Vision HDR Tản nhiệt ROG Intelligent Cooling,"90WHrs, 4S1P, 4-cell Li-ion, Sạc từ 0-50% trong 30 phút",Windows 11 Home,2560 x 1600 (WQXGA),"AMD Ryzen 9 8940HX 2.4GHz (80MB Cache, up to 5.3GHz, 16 lõi, 32 luồng)",1 x RJ45 LAN 1 x USB 4 Type-C hỗ trợ DisplayPort / G-Sync (40Gbps) 1 x USB 4 Type-C hỗ trợ DisplayPort / Power Delivery / G-Sync (40Gbps) 2 x USB 3.2 Gen 2 Type-A (10Gbps) 1 x HDMI 2.1 FRL 1 x Jack âm thanh 3.5mm combo,,,,
https://cellphones.com.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r7cr.html,Laptop Acer Gaming Nitro ProPanel ANV15-41-R7CR,Acer,Liên hệ,laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r7cr,"Mua ngay Laptop Acer Gaming Nitro ProPanel ANV15-41-R7CR giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi","NVIDIA GeForce RTX 4050 6 GB GDDR6 VRAM, hỗ trợ 2560 NVIDIA CUDA Cores",16GB,DDR5 Up to 4800 MT/s,"2 khe (1 x 16GB, nâng cấp tối đa 96GB)",512GB PCIe NVMe SSD (Tối đa 4TB PCIe Gen4 NVMe SSD​),15.6 inches,Độ sáng 300nitsĐộ phủ màu sRGB 100%Màn hình LCD TFT đèn nền LED Acer ComfyViewGóc nhìn rộng,"57Whr 4-cell Li-ion Battery, 135W AC Adapter",Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),AMD Ryzen 5 7535HS (6 lõi / 12 luồng / Base Clock: 3.3 GHz / Max. Boost Clock: Up to 4.55 GHz / 3MB L2 Cache; 16MB L3 Cache),"1x USB Type-C 3x USB Chuẩn A 1x Cổng HDMI 2.1 hỗ trợ HDCP 1x Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micro tích hợp 1x Cổng Ethernet (RJ-45) 1x Giắc cắm DC-in cho bộ đổi nguồn AC",194 TOPs,,,
https://cellphones.com.vn/laptop-dell-14-dc14255-71083617-ryzen-ai-7.html,Laptop Dell 14 DC14255 71083617,Dell,Liên hệ,laptop-dell-14-dc14255-71083617-ryzen-ai-7,"Mua ngay Laptop Dell 14 DC14255 71083617 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",AMD Radeon Graphics,16GB,DDR5 5600MHz,1 khe,1TB M.2 PCIe NVMe,14 inches,Màn hình chống chói Độ sáng 300 nits Độ phủ màu 100% sRGB ComfortView (Low Blue Light),Pin liền 4-cell 54Wh,Windows 11 Home Single Language + Office,1920 x 1200 pixels (FullHD+),"AMD Ryzen AI 7 350, 8 lõi, up to 5.0GHz, 50 TOPS NPU",1x USB 3.2 Gen 2 (10 Gbps) Type-C port with DisplayPort 1.4 and Power Delivery 1 x USB 3.2 Gen 1 Type-A 1 x HDMI 1.4 1 x Jack tai nghe / micro 3.5mm Hỗ trợ xuất hình qua USB-C và HDMI,,,,
https://cellphones.com.vn/macbook-pro-16-m5-pro-18cpu-20-gpu-48gb-2tb-sac-140w.html,MacBook Pro M5 Pro 16 inch 2026 18CPU 20GPU 48GB 2TB Sạc 140W | Chính hãng Apple Việt Nam,Apple,Liên hệ,macbook-pro-16-m5-pro-18cpu-20-gpu-48gb-2tb-sac-140w,"Mua ngay MacBook Pro M5 Pro 16 inch 2026 18CPU 20GPU 48GB 2TB Sạc 140W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",GPU 20 lõi Neural Accelerators Công nghệ dò tia tốc độ cao bằng phần cứng Neural Engine 16 lõi Băng thông bộ nhớ 307GB/s,48GB,,,2TB,16.2 inches,"Màn hình Liquid Retina XDR Tỷ lệ tương phản 1.000.000:1 Độ sáng XDR: 1.000 nit, tối đa 1.600 nit3 (chỉ nội dung HDR) Độ sáng SDR: lên đến 1.000 nit (ngoài trời) 1 tỷ màu Dải màu rộng (P3) Công nghệ True Tone Công nghệ ProMotion",Pin Li-Po 100 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 17 giờ,macOS,3456 x 2234 pixels ,Chip Apple M5 Pro CPU 18 lõi với 6 lõi siêu xử lý và 12 lõi hiệu năng,Khe thẻ nhớ SDXC Cổng HDMI Jack cắm tai nghe 3.5 mm Cổng MagSafe 3 Ba cổng Thunderbolt 5 (USB-C) hỗ trợ: Sạc / DisplayPort / Thunderbolt 5 (lên đến 120Gb/s) / USB 4 (lên đến 120Gb/s),,,,
https://cellphones.com.vn/laptop-asus-tuf-gaming-f16-fx607vu-rl045w.html,Laptop ASUS TUF Gaming F16 FX607VU-RL045W,ASUS,Liên hệ,laptop-asus-tuf-gaming-f16-fx607vu-rl045w,"Mua ngay Laptop ASUS TUF Gaming F16 FX607VU-RL045W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.","NVIDIA GeForce RTX 4050 6GB GDDR6 (194 AI TOPs) 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost) Intel Iris Xe Graphics",16GB,"DDR5-5600 SO-DIMM, tốc độ bộ nhớ của hệ thống thay đổi tùy theo CPU",2x SO-DIMM (Tối đa 64GB),"512GB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, tối đa 2TB)",16 inches,Độ sáng 300nitsĐộ phủ màu 45%Màn hình chống chóiG-Sync,"56WHrs, 4S1P, 4-cell Li-ionSạc lại từ 0-50% trong 30 phút",Windows 11 Home,1920 x 1200 pixels (FullHD+),"Intel Core 5 210H 2.2 GHz (12MB Cache, up to 4.8 GHz, 8 lõi, 12 luồng)",1x LAN RJ45 1x Thunderbolt 4 hỗ trợ DisplayPort (40Gbps) 1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort / Sạc / G-SYNC (10Gbps) 2x USB 3.2 Gen 1 Type-A (5Gbps) 1x HDMI 2.1 FRL 1x Giắc cắm âm thanh kết hợp 3.5mm Micrô mảng tích hợp,,,,
https://cellphones.com.vn/laptop-acer-aspire-3-a314-42p-r3b3.html,Laptop Acer Aspire 3 A314-42P-R3B3 NX.KSFSV.001,Acer,Liên hệ,laptop-acer-aspire-3-a314-42p-r3b3,"Mua ngay Laptop Acer Aspire 3 A314-42P-R3B3 NX.KSFSV.001giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",AMD Radeon™ Graphics,16GB,LPDDR4X Onboard,Không hỗ trợ nâng cấp,512GB PCIe Gen4 NVMe (nâng cấp tối đa 1 TB PCIe Gen3),14 inches,45% NTSCLED BacklitAcer ComfyView,3 cell 50 Wh,Windows 11,1920 x 1200 pixels (FullHD+),"AMD Ryzen 7 5700U (8 nhân/16 luồng, xung nhịp tối đa 4.30 GHz, 8MB)",1 x USB Type-C2 x USB-A 11 x HDMI® hỗ trợ HDCP1 x Jack tai nghe 3.5 mm,,,,
https://cellphones.com.vn/laptop-lenovo-legion-7-16iax10-83ky001uvn.html,Laptop Lenovo Legion 7 16IAX10 83KY001UVN,Lenovo,Liên hệ,laptop-lenovo-legion-7-16iax10-83ky001uvn,"Mua ngay Laptop Lenovo Legion 7 16IAX10 83KY001UVN giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.","NVIDIA GeForce RTX 5060 8GB GDDR7, Boost Clock 2497MHz, TGP 115W, 572 AI TOPS",32GB,DDR5-5600,"2 khe (2 x 16GB, tối đa 32GB)","1TB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x SSD M.2, mỗi ổ có dung lượng tối đa 1TB)",16 inches,Độ sáng 500nits (Điển hình) / 1100nits (Cao) Độ phủ màu 100% DCI-P3 DisplayHDR True Black 1000 Dolby Vision G-SYNC Ánh sáng xanh thấp Hiệu suất chơi game cao Không nhấp nháy,"84Wh, 245W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Home 2024 + Lenovo AI Now",2560 x 1600 (WQXGA),"Intel Core Ultra 9 275HX, 24 lõi (8P + 16E) / 24 luồng, Max Turbo up to 5.4GHz, 36MB","2x USB-A (5Gbps) 1x USB-C (10Gbps), USB PD 65-100W và DP 2.1 1x USB-C (Thunderbolt 4 / 40Gbps), USB PD 65-100W và DP 2.1 1x HDMI 2.1, lên đến 8K/60Hz 1x Giắc cắm kết hợp tai nghe/micrô (3.5mm) 1x Đầu đọc thẻ 1x Đầu nối nguồn","Intel AI Boost, up to 13 TOPS",,,
https://cellphones.com.vn/laptop-lenovo-thinkpad-e15-20rds0du00.html,Laptop Lenovo ThinkPad E15 20RDS0DU00,Lenovo,Liên hệ,laptop-lenovo-thinkpad-e15-20rds0du00,"Mua ngay Laptop Lenovo ThinkPad E15 20RDS0DU00giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",AMD Radeon RX 640 2GB GDDR5,8GB,DDR4 2666MHz ,"1 slots, tối đa 16GB",512GB SSD PCIe (M.2 2242) – combo M.2 2242/ 2280,15.6 inches,Chống chói,"3Cell, 45Wh",FreeDOS,1920 x 1080 pixels (FullHD),"Intel® Core™ i7-10510U (1.80GHz upto 4.90GHz, 8MB cache, 4 cores 8 threads)",1 x USB 2.0   2 x USB 3.1 Gen 1 Type-A   1 x USB 3.1 Type-C   1xHDMI   1 x Headphone/Microphone combo jack,,,,
https://cellphones.com.vn/macbook-air-13-m5-10-cpu-10-gpu-16gb-1tb.html,MacBook Air M5 13 inch 2026 10CPU 10GPU 16GB 1TB | Chính hãng Apple Việt Nam,Apple,Liên hệ,macbook-air-13-m5-10-cpu-10-gpu-16gb-1tb,"Mua ngay MacBook Air M5 13 inch 2026 10CPU 10GPU 16GB 1TB giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",GPU 10 lõi Neural Accelerators Công nghệ dò tia tốc độ cao bằng phần cứngNeural Engine 16 lõi Băng thông bộ nhớ 153GB/s,16GB,,,1TB,13.6 inches,Màn hình Liquid Retina Màn hình có đèn nền LED với công nghệ IPS Độ sáng 500 nit Hỗ trợ một tỷ màu Dải màu rộng (P3) Công nghệ True ToneHỗ trợ lên đến hai màn hình ngoài,"Pin Li-Po 53,8 watt‑giờ tích hợpThời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ",macOS,2560 x 1664 pixels,Chip Apple M5 CPU 10 lõi với 4 lõi siêu xử lý và 6 lõi tiết kiệm điện,"Cổng sạc MagSafe 3 Jack cắm tai nghe 3,5 mm Hai cổng Thunderbolt 4 (USB-C) hỗ trợ Sạc / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s)",,,,
https://cellphones.com.vn/laptop-hp-victus-15-fa2451tx-d17wppa.html,Laptop HP Victus 15-FA2451TX D17WPPA,HP,Liên hệ,laptop-hp-victus-15-fa2451tx-d17wppa,"Mua ngay Laptop HP Victus 15-FA2451TX D17WPPA giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.","NVIDIA GeForce RTX 4050 (6GB of GDDR6 SDRAM, Bus Width: 96- bit)  Intel UHD  Graphics",16GB,DDR5 5200MHz,2 khe (1 x 16GB),512GB SSD1 PCIe (M.2 2280),15.6 inches,Màn hình chống chóiViền mỏng,4 Cell Int (70.07Wh),Windows 11 Home Single Language 64-bit,1920 x 1080 pixels (FullHD),Intel Core i5-13420H (8 lõi) - Max Turbo Frequency: 4.60 GHz,"1 x USB 3.2 Gen 1 Type-C (Power Delivery, DisplayPort, HP Sleep and Charge) 2 x USB 3.2 Gen 1 Type-A (1 cổng hỗ trợ HP Sleep and Charge) 1 x HDMI 1 x RJ45 (LAN) 1 x Jack tai nghe/mic 3.5 mm 1 x khe SSD2 PCIe (M.2 2280)",,,,
