url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Kích thước màn hình,Công nghệ màn hình,Camera sau,Camera trước,Chipset,Dung lượng RAM,Bộ nhớ trong,Pin,Hệ điều hành,Độ phân giải màn hình,Tính năng màn hình,Công nghệ NFC,Thẻ SIM,Loại CPU,Tương thích,Cảm biến
https://cellphones.com.vn/acer-iconia-tab-m1.html,Acer Iconia Tab M1,Acer,Liên hệ,acer-iconia-tab-m1,"Mua điện thoại Acer Iconia Tab M1 chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Acer Iconia Tab M1 tại CellphoneS ngay!",8.0 inches,TFT LCD,2 MP,2 MP,Intel Atom Z3735G,1 GB,32 GB,4600mAh,Windows 8.1,800 x 1280 pixels,,Không,,Quad-Core 1.33 GHz,,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s10-fe-wifi-12gb-256gb.html,Samsung Galaxy Tab S10 FE Wifi 12GB 256GB,Samsung,Liên hệ,may-tinh-bang-samsung-galaxy-tab-s10-fe-wifi-12gb-256gb,"Mua máy tính bảng Samsung Galaxy Tab S10 FE chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Samsung Galaxy Tab S10 FE tại đây.",10.9 inches,TFT LCD,13.0 MP,12.0 MP,Exynos 1580 (4 nm),12 GB,256 GB,"8,000 mAh",Android 15,2304 x 1440 pixels,"Tần số 90Hz, Độ sáng màn hình 800 nits, 16 triệu màu",,,"2.9GHz,2.6GHz,1.9GHz",Bút S Pen,
https://cellphones.com.vn/may-tinh-bang-xiaomi-pad-8-pro-8gb-128gb.html,Xiaomi Pad 8 Pro 8GB 128GB,Xiaomi,Liên hệ,may-tinh-bang-xiaomi-pad-8-pro-8gb-128gb,"Xiaomi Pad 8 Pro - tablet flagship với chip Snapdragon 8 Elite hiệu năng khủng, màn hình 3.2K 144Hz. Mua Xiaomi Pad 8 Pro giá rẻ, trả góp 0%",11.2 inches,IPS LCD,50 MP f/1.8,32 MP,Snapdragon 8 Elite,8 GB,128 GB,9.200 mAh,Android 16,2136 x 3200 pixels,"144 Hz, 12-bit màu, độ sáng tối đa 800 nit, cùng chuẩn HDR10, HDR Vivid",Có,,2 nhân 4.32 GHz &amp; 6 nhân 3.53 GHz,,
https://cellphones.com.vn/ipad-pro-m4-11-inch-2tb.html,iPad Pro M4 11 inch Wifi 2TB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-11-inch-2tb,"Mua iPad Pro M4 11 inch Wifi 2TB chính hãng giá rẻ, thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Ipad Pro 11 2024 2022!",11 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,16 GB,2 TB,,iPadOS 17,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kín",Không,,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C),
https://cellphones.com.vn/ipad-pro-m4-11-inch-1tb-5g.html,iPad Pro M4 11 inch 5G 1TB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-11-inch-1tb-5g,"Mua iPad Pro M4 11 inch Wifi 1TB chính hãng giá rẻ, thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro M4 11 inch 5G 1TB !",11 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,16 GB,1 TB,,iPadOS 17,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kín",Không,1 eSIM,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C),
https://cellphones.com.vn/may-doc-sach-boox-palma-2.html,Máy đọc sách Boox Palma 2,Boox,Liên hệ,may-doc-sach-boox-palma-2,"Mua Máy đọc sách Boox Palma 2 chính hãng Màn ePaper Carta 1200, Android 13, Cảm biến vân tay chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",6.13 inches,,,,Qualcomm Advanced Octa-core,6 GB,128 GB,3950mAh Polymer Li-on,Android 13,800 x 1280 pixels,Màn hình 6.13&quot; E Ink Carta 1200824 x 1648 (300 ppi),,,,,
https://cellphones.com.vn/may-tinh-bang-lenovo-legion-tab-gen-5-12gb-256gb-zah20030vn.html,Máy tính bảng Lenovo Legion Tab Gen 5 12GB 256GB ZAH20030VN,Lenovo,Liên hệ,may-tinh-bang-lenovo-legion-tab-gen-5-12gb-256gb-zah20030vn,"Mua máy tính bảng Lenovo Legion Tab Gen 5 12GB 256GB ZAH20030VN chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay máy tính bảng Lenovo Legion Tab Gen 5 tại đây.",8.8 inches,LCD,50MP,50MP,Snapdragon 8 Elite Gen 5,12 GB,256 GB,9.000mAh,Android 16,,"Độ phân giải 3K (3040 x 1904 pixel)Tần số quét: 165HzTỷ lệ 16:10Mật độ điểm ảnh 408 PPIĐộ sáng tối đa 750 nitHDR10, phủ 98% dải màu DCI-P3",,,,,
https://cellphones.com.vn/ipad-mini-7.html,iPad mini 7 2024 Wifi 128GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-mini-7,"Apple iPad mini 7 giá rẻ, cấu hình mạnh, thiết kế sang trọng, bảo hành 12 tháng, thu cũ đổi mới, trả góp 0%. Mua ngay iPad mini 7 tại đây.",8.3 inches,Liquid Retina,"Camera Wide 12MP, khẩu độ ƒ/1.8","Camera trước Ultra Wide 12MP, Khẩu độ ƒ/2.4",Chip A17 Pro,,128 GB,"Tích hợp pin sạc Li-Po 19,3 watt‑giờ",iPadOS 18,2266 x 1488 pixels,Màn hình Multi-TouchDải màu rộng (P3)True ToneLớp phủ kháng dầu chống in dấu vân tayCông nghệ ép kínĐộ sáng 500 nitLớp phủ chống phản chiếu,,,CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro + Apple Pencil (USB‑C) Tính năng lướt của Apple Pencil,
https://cellphones.com.vn/may-tinh-bang-xiaomi-pad-8-pro-12gb-512gb.html,Xiaomi Pad 8 Pro 12GB 512GB Wifi,Xiaomi,Liên hệ,may-tinh-bang-xiaomi-pad-8-pro-12gb-512gb,"Mua máy tính bảng Xiaomi Pad 8 Pro 12GB 512GB Wifi chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Xiaomi Pad 8 Pro 12GB 512GB Wifi tại đây.",11.2 inches,LCD,"50 MP, f/1.8",32 MP,Snapdragon 8 Elite,12 GB,512 GB,9200 mAh,HyperOS 3 (trên nền Android 16),,"Độ phân giải màn hình: 3200 x 2136 pixel144Hz, màu 12-bit, HDR10 và Dolby VisionĐộ sáng tối đa: 800 nitsMật độ điểm ảnh 345 PPI",,,"8 nhân, xung tối đa 4.32 GHz",,
https://cellphones.com.vn/ipad-a16-11-inch-256gb.html,iPad A16 Wifi 256GB 2025 | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-a16-11-inch-256gb,Apple iPad 11 A16 Wifi 256GB 2025 Chính Hãng,11 inches,Liquid Retina,"Camera góc rộng: 12MP, ƒ/1.8, Độ thu phóng kỹ thuật số lên đến 5xChụp ảnh toàn cảnh Panorama: 63MP","Camera 12MP, ƒ/2.4",Chip A16,,256 GB,"Tích hợp pin sạc Li-Po 28,93 watt‑giờ",iPadOS 18,2360 x 1640  pixel,Màn hình Multi-Touch với công nghệ LED nền và IPSTrue Tone Độ sáng 500 nit Lớp phủ kháng dầu chống in dấu vân tay,,,CPU 5 lõi,Hỗ trợ Apple Pencil (USB‑C)Hỗ trợ Apple Pencil (thế hệ thứ 1),
https://cellphones.com.vn/ipad-air-m3-13-inch.html,iPad Air 13 inch M3 Wifi 128GB 2025 | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-air-m3-13-inch,Apple iPad Air 13 M3 Wifi 128GB 2025 Chính Hãng,13 inches,Liquid Retina,"Camera góc rộng: 12MP, ƒ/1.8, Độ thu phóng kỹ thuật số lên đến 5xChụp ảnh toàn cảnh Panorama: 63MP","Camera 12MP, ƒ/2.0",Chip Apple M3,8 GB,128 GB,"Tích hợp pin sạc Li-Po 36,59 watt‑giờ",iPadOS 18,2732 x 2048 pixels,Màn hình Multi-Touch với công nghệ LED nền và IPSDải màu rộng (P3)True ToneLớp phủ kháng dầu chống in dấu vân tayCông nghệ ép kínLớp phủ chống phản chiếuĐộ sáng 600 nit,,,CPU 8 lõi với 4 lõi hiệu năng và 4 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C) Tính năng lướt Apple Pencil,
https://cellphones.com.vn/may-tinh-bang-lenovo-idea-tab-zafr0484vn-kem-but.html,Máy tính bảng Lenovo Idea Tab Wifi 4GB 128GB ZAFR0484VN kèm bút,Lenovo,Liên hệ,may-tinh-bang-lenovo-idea-tab-zafr0484vn-kem-but,"Máy tính bảng Lenovo Idea Tab 4GB 128GB ZAFR0484VN kèm bút hàng chính hãng giá rẻ, trả góp 0%, bảo hành 12 tháng, đổi mới 30 ngày và nhiều ưu đãi khác!",11 inches,IPS LCD,8.0 MP,5 MP,MediaTek Dimensity 6300,4 GB,128 GB,7040mAh,Android 15 trở lên,2560 x 1600 pixels (2.5K),Kích thước màn hình 11 inchĐộ phân giải 2560x1600 pixelTần số quét 90Hz500nits,,,"8C, 2x A76 @2.4 GHz + 6x A55@2.0 GHz",,
https://cellphones.com.vn/apple-ipad-air-m4-11-inch-512gb-wifi.html,iPad Air 11 inch M4 Wifi 512GB 2026 | Chính hãng,Apple,Liên hệ,apple-ipad-air-m4-11-inch-512gb-wifi,"Mua iPad Air 11 inch M4 Wifi 512GB 2026 chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Air 11 inch M4 Wifi 512GB 2026 tại đây.",11 inches,Liquid Retina,"12MP, f/1.8, Độ thu phóng kỹ thuật số lên đến 5xChụp ảnh toàn cảnh Panorama (lên đến 63MP)","12MP Center Stage, ƒ/2.0",Chip Apple M4,12 GB,512 GB,"Tích hợp pin sạc Li-Po 28,93 watt‑giờ",iPadOS 26,2360 x 1640  pixel,Màn hình Multi-Touch với công nghệ LED nền và IPSĐộ sáng 500 nit264 ppiDải màu rộng (P3)True ToneLớp phủ chống phản chiếuCông nghệ ép kín,,,8 lõi với 3 lõi hiệu năng và 5 lõi tiết kiệm điện,Hỗ trợ Apple Pencil ProHỗ trợ Apple Pencil (USB-C)Hỗ trợ Magic Keyboard cho iPad Air,
https://cellphones.com.vn/apple-ipad-air-m4-13-inch-128gb-wifi.html,iPad Air 13 inch M4 Wifi 128GB 2026 | Chính hãng,Apple,Liên hệ,apple-ipad-air-m4-13-inch-128gb-wifi,"Mua iPad Air 13 inch M4 Wifi 128GB 2026 chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Air 13 inch M4 Wifi 128GB 2026 tại đây.",13 inches,Liquid Retina,"12MP, f/1.8, Độ thu phóng kỹ thuật số lên đến 5xChụp ảnh toàn cảnh Panorama (lên đến 63MP)","12MP Center Stage, ƒ/2.0",Chip Apple M4,12 GB,128 GB,"Tích hợp pin sạc Li-Po 36,59 watt‑giờ",iPadOS 26,2732 x 2048 pixels,Màn hình Multi-Touch với công nghệ LED nền và IPSĐộ sáng 600 nit264 ppiDải màu rộng (P3)True ToneLớp phủ chống phản chiếuCông nghệ ép kín,,,8 lõi với 3 lõi hiệu năng và 5 lõi tiết kiệm điện,Hỗ trợ Apple Pencil ProHỗ trợ Apple Pencil (USB-C)Hỗ trợ Magic Keyboard cho iPad Air,
https://cellphones.com.vn/ipad-pro-m4-13-inch-2tb.html,iPad Pro M4 13 inch Wifi 2TB,Apple,Liên hệ,ipad-pro-m4-13-inch-2tb,"Mua iPad Pro M4 13 inch Wifi 2TB chính hãng giá rẻ, thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro M4 13 inch Wifi 2TB !",13 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,16 GB,2 TB,,iPadOS 17,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120hz True Tone Công nghệ ép kínDải màu rộng (P3)",Không,,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C),
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-a11-wifi.html,Samsung Galaxy Tab A11 Wifi 4GB 64GB,Samsung,Liên hệ,may-tinh-bang-samsung-galaxy-tab-a11-wifi,"Mua Samsung Galaxy Tab A11 Wifi chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Samsung Galaxy Tab A11 Wifi tại đây.",8.7 inches,TFT LCD,8MP,5MP,MediaTek Helio G99,4 GB,64 GB,"5100mAh, 15W",Android 15,800 x 1340 pixels,"Tần số quét 90Hz, cảm ứng đa điểm, hiển thị mượt mà ",,,"8 nhân, tốc độ 2.2 GHz",,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s11-5g-12gb-256gb.html,Samsung Galaxy Tab S11 5G 12GB 256GB,,Liên hệ,may-tinh-bang-samsung-galaxy-tab-s11-5g-12gb-256gb,"Mua Samsung Galaxy Tab S11 Ultra 5G 12GB 256GB chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Samsung Galaxy Tab S11 Ultra 5G 112GB 256GB tại đây.",11 inches,Dynamic AMOLED 2X,13 MP,12 MP ,MediaTek Dimensity 9400+,12 GB,256 GB,8400 mAh,Android 16,2560 x 1600 (WQXGA),Tần số quét 120 Hz,Không,Nano-SIM + eSIM,8 nhân,Bút S Pen,
https://cellphones.com.vn/ipad-pro-chip-m5-13-inch-5g-1tb-nano.html,iPad Pro chip M5 13 inch 5G 1TB Nano | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-chip-m5-13-inch-5g-1tb-nano,"Mua iPad Pro chip M5 13 inch 5G 1TB NanoNano chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro chip M5 13 inch 5G 1TB Nano tại đây.",13 inches,Ultra Retina XDR,"Camera 12MP Wide, khẩu độ ƒ/1.8","Camera 12MP ,khẩu độ ƒ/2.0",Apple M5,16 GB,1 TB,"Li-Po 31,29 watt‑giờ",iPadOS 26,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kínLớp kính hiển thị kết cấu NanoLớp phủ chống phản chiếuTỷ lệ tương phản 2.000.000:1",Không,1 eSIM,10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Apple Pencil ProMagic Keyboard cho iPad ProApple Pencil (USB‑C),
https://cellphones.com.vn/ipad-pro-m4-11-inch-512gb-5g.html,iPad Pro M4 11 inch 5G 512GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-11-inch-512gb-5g,"Mua iPad Pro M4 11 inch Wifi 512GB chính hãng giá rẻ, thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro M4 11 inch 5G 512GB !",11 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,8 GB,512 GB,,iPadOS 17,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kín",Không,1 eSIM,CPU 9 lõi với 3 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C),
https://cellphones.com.vn/may-tinh-bang-xiaomi-pad-6s-pro.html,Xiaomi Pad 6S Pro Wifi 8GB 256GB,Xiaomi,Liên hệ,may-tinh-bang-xiaomi-pad-6s-pro,"Mua máy tính bảng Xiaomi Pad 6S Pro Wifi 8GB 256GB chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Xiaomi Pad 6S Pro Wifi 8GB 256GB tại đây.",12.4 inches,IPS LCD,"Camera chính: 50MP,  f/1.8, 1/2.76&quot; kích thước điểm ảnh 0.64μm 4-in-1Camera chiều sâu: 2MP,  f/2.4, 1/5&quot;, 1.75μm pixel size","32MP, f/2.2, kích thước điểm ảnh 0.61μm 4-in-1",Snapdragon 8 Gen 2,8 GB,256 GB,10000 mAh ,"Xiaomi HyperOS, Android U",3048 x 2032 pixels,"Tỷ lệ khung hình 3:2, 144Hz,  294 ppi, 68.7 tỷ màuHỗ trợ Dolby VisionĐộ sáng: 700 nits (typ), HBM 900 nitsTỷ lệ tương phản 1400:1Gam màu DCI-P3HDR10",,,"8 nhân, tốc độ xung nhịp tối đa 3.19GHz",,
https://cellphones.com.vn/dien-thoai-samsung-galaxy-tab-s10-fe-5g-99771.html,Samsung Galaxy Tab S10 FE 5G,Samsung,Liên hệ,dien-thoai-samsung-galaxy-tab-s10-fe-5g,"Mua máy tính bảng Samsung Galaxy Tab S10 FE 5G chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Samsung Galaxy Tab S10 FE 5G tại đây.",,,,,,,,,,,,,,,,
https://cellphones.com.vn/may-tinh-bang-lenovo-tab-one-4g-4gb-128gb-zaf10179vn.html,Máy tính bảng Lenovo Tab One 4G 4GB 128GB ZAF10179VN,Lenovo,Liên hệ,may-tinh-bang-lenovo-tab-one-4g-4gb-128gb-zaf10179vn,"Mua Máy tính bảng Lenovo Tab One 4G 4GB 128GB ZAF10179VN hàng chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",8.7 inches,,8.0MP,2.0MP,"MediaTek Helio G85 (8C, 2x A75 @2.0GHz + 6x A55 @1.8GHz)",4 GB,128 GB,5100mAh,Android 14,800 x 1340 pixels,"IPS, 480nits, Anti-fingerprint, 60% NTSC, 60Hz",,Micro-SIM + Nano SIM,"8C, 2x A75 @2.0GHz + 6x A55 @1.8GHz",,
https://cellphones.com.vn/may-tinh-bang-nubia-pad-pro-8gb-256gb.html,Nubia Pad Pro 8GB 256GB,Nubia,Liên hệ,may-tinh-bang-nubia-pad-pro-8gb-256gb,"Nubia Pad Pro 12GB 256GB chất lượng tốt, xài bền. Bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay tablet Nubia Pad Pro giao ngay!",10.9 inches,TFT LCD,13MP,20MP,Snapdragon 8 Gen 3,8 GB,256 GB,10100 mAh,MyOS 15.0,2880 x 1800 pixels,Tần số quét 144HzHiển thị 1.07 tỷ màuHỗ trợ dải màu P3 Color GamutChứng nhận bảo vệ mắt SGS Low Blue Light,Có,,8 nhân,,
https://cellphones.com.vn/may-tinh-bang-lenovo-idea-tab-pro-kem-but-ban-phim.html,"Máy tính bảng Lenovo Idea Tab Pro Wifi 8GB 256GB ZAE40190VN kèm bút, bàn phím",Lenovo,Liên hệ,may-tinh-bang-lenovo-idea-tab-pro-kem-but-ban-phim,"Máy tính bảng Lenovo Idea Tab Pro 8GB 256GB kèm bút, bàn phím hàng chính hãng giá rẻ, trả góp 0%, bảo hành 12 tháng, đổi mới 30 ngày và nhiều ưu đãi khác!",,LCD,13MP,8MP,MediaTek Dimensity 8300,8 GB,256 GB,10200mAh,Android 14,,Kích thước màn hình 12.7 inchĐộ phân giải 2944 x 1840 pixelTần số quét 144Hz273 PPI400 nitsMàn hình Paper-like-anti-glare-matte,,,"8C, 1x A715 @3.35 GHz + 3x A715@3.2 GHz + 4x A510@2.2 GHz",Lenovo Tab Pen PlusLenovo Idea Tab Pro keyboard PackLenovo Idea Tab Pro Folio Case,
https://cellphones.com.vn/may-tinh-bang-lenovo-legion-tab-gen-5-12gb-256gb-zah20093vn.html,Máy tính bảng Lenovo Legion Tab Gen 5 12GB 256GB ZAH20093VN,Lenovo,Liên hệ,may-tinh-bang-lenovo-legion-tab-gen-5-12gb-256gb-zah20093vn,"Mua máy tính bảng Lenovo Legion Tab Gen 5 12GB 256GB ZAH20093VN chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay máy tính bảng Lenovo Legion Tab Gen 5 tại đây.",8.8 inches,LCD,50MP,50MP,Snapdragon 8 Elite Gen 5,12 GB,256 GB,9.000mAh,Android 16,,"Độ phân giải 3K (3040 x 1904 pixel)Tần số quét: 165HzTỷ lệ 16:10Mật độ điểm ảnh 408 PPIĐộ sáng tối đa 750 nitHDR10, phủ 98% dải màu DCI-P3",,,,,
https://cellphones.com.vn/may-tinh-bang-xiaomi-redmi-pad-se-8-7-inch-wifi.html,Xiaomi Redmi Pad SE Wifi 8.7 inch 2024 (4GB 128GB),Xiaomi,Liên hệ,may-tinh-bang-xiaomi-redmi-pad-se-8-7-inch-wifi,"Mua máy tính bảng Xiaomi Redmi Pad SE 8.7 inch Wifi mới 2026, giá rẻ chưa đến 4 triệu, trả góp 0%, thu cũ lên đời trợ giá 300K, giao nhanh 2 giờ.",8.7 inches,LCD,"8MP, f/2.0, 1.12μm","5MP, f/2.2, 1.12μm",MediaTek Helio G85,4 GB,128 GB,6650 mAh,"Xiaomi HyperOS, Android U",800 x 1340 pixels,Tần số quét 90HzTỷ lệ khung hình 5:3Tỷ lệ màn hình 84.41%Độ sáng: 500 nits Tỷ lệ tương phản 1500:11 tỷ màu,,,Arm Cortex-A75 @ 2.0GHzArm Cortex-A55 @ 1.8GHz,,
https://cellphones.com.vn/ipad-pro-m4-13-inch-1tb.html,iPad Pro M4 13 inch Wifi 1TB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-13-inch-1tb,"Mua iPad Pro M4 13 inch Wifi 1TB chính hãng giá rẻ, thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro M4 13 inch Wifi 1TB !",13 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,16 GB,1 TB,,iPadOS 17,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120hz True Tone Công nghệ ép kínDải màu rộng (P3)",Không,,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Apple Pencil ProApple Pencil USB-C 2023Bàn phím iPad Pro 13 M4 Apple Magic Keyboard + Trackpad,
https://cellphones.com.vn/may-tinh-bang-teclast-m50-plus.html,Máy tính bảng Teclast M50 Plus 4G 6GB 128GB,Teclast,Liên hệ,may-tinh-bang-teclast-m50-plus,"Mua máy tính bảng Teclast T50 Plus 6GB 256GB chính hãng - Giá rẻ, bảo hành 12 tháng, thu cũ đổi mới, trả góp 0%. Mua ngay máy tính bảng Teclast T50 Plus 6GB 256GB tại đây!",10.1 inches,IPS LCD,13MP,8MP,Helio G85 8-Core,6 GB,128 GB,7000 mAh,Android 14,1920 x 1200 pixels (FullHD+),Tần số quét 60Hz,Không,2 Nano-SIM,,,
https://cellphones.com.vn/ipad-pro-m4-11-inch-2tb-5g.html,iPad Pro M4 11 inch 5G 2TB I Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-11-inch-2tb-5g,"Mua iPad Pro M4 11 inch Wifi 2TB chính hãng giá rẻ, thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro M4 11 inch 5G 2TB !",11 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,16 GB,2 TB,,iPadOS 17,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kín",Không,1 eSIM,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Apple Pencil ProApple Pencil USB-C 2023Bàn phím iPad Pro 11 M4 Apple Magic Keyboard + Trackpad,
https://cellphones.com.vn/may-doc-sach-boox-savi-6s.html,Máy đọc sách Boox Savi 6S,Boox,Liên hệ,may-doc-sach-boox-savi-6s,"Mua máy đọc sách Boox Savi 6S gọn nhẹ, màn hình E-ink, hỗ trợ thẻ nhớ MicroSD. Ưu đãi thu cũ lên đời trợ giá cực tốt, trả góp 0%, ưu đãi Smember. Mua ngay",6.0 inches,,,,,2 GB,32 GB,1500mAh ,Android 11,758 x 1024 pixels,Màn hình lõmĐèn nền 2 chế độ (ấm + lạnh),,,Qualcomm Octa-core,,
https://cellphones.com.vn/may-tinh-bang-xiaomi-redmi-pad-2-4g.html,Xiaomi Redmi Pad 2 4G,Xiaomi,Liên hệ,may-tinh-bang-xiaomi-redmi-pad-2-4g,"Mua máy tính bảng Xiaomi Redmi Pad 2 4G giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",11 inches,,"8 MP, f/2.0","5 MP, f/2.2",MediaTek Helio G100-Ultra,4 GB,128 GB,9000mAh,Xiaomi HyperOS 2,2560 x 1600 pixels (2.5K),"Tần số quét 90Hz, 274 ppi, Độ sáng 500 nits (typ) và 600 nits (Chế độ ngoải trời), Màn hình bảo vệ mắt",,2 Nano-SIM,"A76+A55, 2xA76@2.2GHz+6xA55@2.0 GHz",Redmi Smart PenRedmi Pad 2 CoverRedmi Pad 2 Screen Protector,
https://cellphones.com.vn/ipad-pro-m4-11-inch-2tb-nano.html,iPad Pro M4 11 inch Wifi 2TB Nano | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-11-inch-2tb-nano,"Đặt trước iPad Pro M4 11 inch Wifi 2TB Nano chính hãng giá rẻ chỉ từ 25.99 triệu, trả góp 0% - Đặt ngay iPad Pro M4 về hàng sớm nhất tại CellphoneS.",11 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,16 GB,2 TB, 31.29 Wh,iPadOS 17,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kínLớp kính hiển thị kết cấu Nano",Không,,,Apple Pencil ProApple Pencil USB-C 2023Bàn phím iPad Pro 11 M4 Apple Magic Keyboard + Trackpad,
